Gene	S00022	S00050	S00472	S00501	S00827	S00830	S00836	S00837	S01453	S01494	S01556	S01563	S01698	S01728	S01792
SHC4	0.092419	0.167201	0.120375	0.084836	0.107151	0.172065	0.099925	0	0.055087	0.117564	0.0664	0.087518	0.14633	0.139071	0.128894
SHCBP1	6.61847	3.06829	2.4364	5.63166	3.46981	3.59237	6.41788	26.0989	7.30972	7.68448	6.10561	6.27902	4.91543	4.47509	5.87694
SHD	4.90145	54.3869	0.439621	0	25.7574	10.5061	0.197831	0.121964	2.34251	0	3.79651	1.96771	22.0166	0	8.85319
SHE	0.44722	0.744804	0.491709	0.645446	0.912927	1.44715	0.687904	1.4573	0.523458	0.531126	0.669724	2.22562	0.913243	0.553164	1.80922
SHF	0.015795	0.006461	0.026398	0.01654	0.00702	0.015002	0.004452	0.012449	0.004229	0.011272	5.85201	0.004711	0.011491	0.030463	0.012213
SHH	0	0	0	0	0	0	0	0	0	0	0	0.320487	0	0	0
SHISA3	0	1.1373	0	0.383759	0.294291	3.61078	0.294732	0.428152	0	0.330892	0.659158	1.34093	0.647654	0.178805	0
SHISA4	1.6358	10.2157	8.5413	7.31722	6.95607	10.4602	4.99722	4.86729	10.5305	25.8508	5.78381	6.21128	4.2953	16.1499	7.09965
SHISA5	23.0719	36.0893	53.9074	73.9884	26.4318	58.2295	33.0189	61.5111	22.9348	55.8678	7.67001	50.827	56.1835	62.1612	39.7323
SHKBP1	23.0722	27.8346	31.8032	44.8752	18.1349	26.846	23.094	48.6786	24.6472	60.9601	15.6193	29.1549	45.9739	33.4717	33.2818
SHMT1	6.5384	6.87946	2.04931	12.1805	6.43838	4.55448	7.78025	9.03974	6.33042	7.74345	35.0117	4.18895	8.77896	6.87611	11.8488
SHMT2	32.2603	19.3232	60.0306	33.9676	111.734	19.558	46.2961	25.9578	32.1976	125.94	52.9189	48.4319	39.9592	38.8068	28.3441
SHOC2	18.4085	10.6578	8.53515	15.8328	11.3431	16.7048	13.6136	16.7271	15.9416	11.4582	12.4619	14.8397	19.6473	23.3496	14.8942
SHOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX2	3.59326	6.46289	8.20481	22.8606	3.20001	2.07546	3.23048	0.316615	1.4313	1.60624	5.54841	1.73135	1.84082	2.96316	3.28929
SHPRH	0.294213	0.008605	0.101196	0.27414	1.07741	0.00044	0.942948	0.427143	0.749135	0.176181	1.95797	0.005672	0.050434	0.028068	0.005778
SHQ1	5.22567	3.03043	5.53471	8.85274	4.68262	5.73013	5.46103	5.66013	5.03214	4.97552	4.50498	4.77994	9.174	5.35969	7.00745
SHROOM1	1.17897	4.65946	5.01913	1.72248	1.62745	0.965218	1.76867	0.898412	0.821448	1.06472	0.572474	0.708359	1.50766	2.14801	2.00131
SHROOM2	5.1125	2.3326	3.9949	3.24661	2.60678	1.76999	2.33793	6.12612	6.03637	15.7872	4.37329	1.88535	3.9737	3.80592	5.01176
SHROOM3	13.397	7.87642	12.6946	11.773	11.7593	6.00179	11.6145	7.32542	12.335	3.55074	2.91683	11.7414	4.75001	9.00208	9.15239
SHROOM4	0.482181	0.407709	0.516097	0.697951	0.620092	0.763609	0.914523	1.30813	0.454338	0.399258	0.45612	1.40827	1.08687	0.820834	2.36583
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065672	0
SIAE	0.983637	2.40562	2.31662	11.4339	2.62962	4.37094	4.37093	4.89563	1.36478	2.35518	0.797305	7.24721	5.08752	7.91739	4.65463
SIAH1	24.1561	14.3903	10.2229	6.75942	13.9139	16.2942	35.4435	27.3225	15.4419	6.73749	38.4011	13.1915	11.5787	22.5215	16.1211
SIAH2	48.1022	21.7377	36.495	29.4572	24.6718	19.27	19.3578	44.3794	48.3689	9.24953	24.1018	30.4746	17.6386	29.9897	28.321
SIAH3	0.18717	2.10602	0	0.215328	0.089169	0.21815	0	0.735618	0.589405	0.291238	0	0	0	0.120704	13.852
SIDT1	0.146062	0.893366	1.15932	3.00692	0.699217	1.30633	0.561828	0.479533	0.459963	0.041725	0.143775	1.09128	0.943043	0.950263	0.314615
SIDT2	7.64139	5.71961	8.69669	8.94502	5.28031	14.4293	6.31078	14.1111	10.1746	8.66425	3.66564	12.0671	9.96954	11.6412	8.46968
SIGIRR	3.34309	3.91282	5.05816	7.52307	5.24898	2.20487	3.58041	4.89274	16.072	11.8123	26.9134	6.16403	12.6062	7.94121	1.984
SIGLEC1	0.416082	1.01615	1.6713	2.27265	1.12675	5.44203	1.94177	6.3306	0.667194	0.756047	0.452462	5.32186	2.84299	0.595042	0.655961
SIGLEC10	0.183042	0.81073	1.58588	2.94604	1.30377	2.85809	1.73857	3.40669	0.137987	0.680835	0.316622	2.886	4.74666	0.000924	0.42621
SIGLEC12	0.10823	0.324334	0.51679	0.362205	0.125394	0.195384	0.1606	0.176463	0.211089	0.297459	0.512237	4.70257	3.50434	0.292136	0.289757
SIGLEC14	0.141184	0.450898	0.280614	1.52792	0.291759	1.35571	1.32386	2.4893	0.462601	0.83667	0	2.38747	2.03125	0	0.313948
SIGLEC15	1.17982	3.74352	0.642942	6.21711	0.745228	0.934168	0.166751	0.446241	0.208089	0	0	0.801112	7.59615	0.67636	0
SIGLEC5	0	0.207569	0.322065	0.660607	0.34939	1.24975	0.484431	0.85206	0.206091	0.516001	0	1.18745	1.01974	0.124086	0.219397
SIGLEC6	0	0.057305	0	0.034658	0	0.108699	0	0.04338	0	0	0	0.098525	0.018072	0	0
SIGLEC7	0.263475	0.297624	0.550551	1.82916	0.648135	2.53152	0.470803	2.00339	0.566488	1.00795	0.223523	3.67847	1.48389	0.155937	0.270362
SIGLEC8	0.09256	0.304451	0.051454	1.16329	0.102213	1.49119	1.09259	1.95673	0.754897	0.467	0.358244	4.79483	1.33562	0.11421	0
SIGLEC9	0.286391	0.486657	1.11752	2.0503	1.11956	2.79948	0.887364	3.36014	0.908127	1.27178	0.901943	3.44308	2.38386	0.35239	0.562085
SIGMAR1	16.9047	53.2406	43.389	59.94	32.2024	20.9772	41.5121	32.6544	29.7501	80.2067	65.6191	38.2837	46.8642	88.8022	27.6721
SIK1	10.2984	17.5424	20.3593	26.3953	8.05136	11.7105	10.8365	11.6038	12.8575	2.09514	7.80255	4.38952	32.4956	10.3749	4.71181
SIK2	13.9222	10.9961	20.901	19.413	10.8621	10.3323	10.6511	8.77263	11.6747	10.4722	5.50396	10.0569	11.266	18.178	11.8426
SIL1	13.7284	20.6506	16.5721	18.1975	7.91072	18.4844	13.0216	16.878	7.10884	31.7937	4.8421	11.0264	12.4266	15.4909	12.0984
SIM1	0.01229	0.010916	3.13183	4.80436	1.13172	0.022952	0	0	0.048537	1.67544	0	0	0.207233	0	0.006093
SIM2	1.14982	3.61842	0.454044	0.477726	4.06002	0.569021	1.02459	3.13738	0.814358	0.357901	10.0321	0.678331	2.23499	0.957925	2.38538
SIN3A	19.417	22.9203	17.1773	15.5072	21.5853	17.0425	23.2834	25.6094	27.4128	18.0431	16.0223	26.5648	16.9903	18.0272	22.1288
SIN3B	1.6756	1.79157	3.2332	2.77411	1.13031	1.34745	3.66776	1.41875	1.97865	0.905268	1.06532	1.45628	1.33684	4.09663	4.27997
SIPA1	12.8013	23.6985	20.7749	14.6495	15.2428	18.956	14.1678	11.7592	11.2572	8.36692	3.78313	23.9753	21.2095	9.43487	19.5161
SIPA1L1	0.016779	0.010403	0.363692	0.422742	0.324911	0.418571	0.012813	0.508923	0.656987	0.976273	0.023688	0.710503	0.251135	0.009296	0.018014
SIPA1L2	9.85099	10.8734	16.8421	22.8607	6.75127	7.21485	12.9212	2.38075	16.5058	2.79122	1.45745	8.65564	16.4166	24.3646	21.8588
SIPA1L3	10.1812	8.99431	38.813	28.023	8.43346	10.25	10.4657	17.0666	10.0683	8.15435	8.20066	7.5277	9.98313	17.7584	11.9862
SIRPA	2.1684	9.1231	3.57507	8.99261	5.47763	12.4879	5.48548	18.7726	9.58217	4.98468	15.0431	12.0686	10.4206	2.18291	5.27169
SIRPB1	0	0.912182	0.111959	0.001017	0.276078	0.325767	0.224191	1.87459	0.200936	0	0	1.79126	0.44228	0.04593	0
SIRPB2	0.164438	0.305752	0.645281	1.1099	0.676479	3.67265	0.586366	1.84426	0.547922	0.433879	0.146813	1.83922	0.278576	0.178417	0.608963
SIRPD	0	0	0	0	0	0	0	0	0	0	0	0.176564	0	0	0
SIRPG	0	0.56057	0.265637	1.8953	0.540974	4.27592	0.770791	2.31599	0.215726	0	0	1.23604	3.98403	0.397853	0
SIRT1	9.79475	9.77727	16.5196	10.8888	10.4987	9.24359	16.2671	7.51853	12.0048	7.37697	7.64441	8.65202	12.4952	6.40042	9.03638
SIRT2	7.9577	6.67334	6.27561	5.56266	6.61302	5.41667	5.53075	4.94234	1.18941	2.92097	4.16035	1.13582	4.63354	5.46277	2.09933
SIRT3	5.98444	8.02046	13.3013	7.88113	5.08824	7.49973	12.8822	11.1518	10.0759	12.5671	8.45825	9.86839	9.6375	7.64225	8.72915
SIRT4	0.269065	1.16284	0	0.524616	0.309796	0.532344	0.511322	0.789641	0.489822	1.46729	2.90679	0.312378	1.00473	0	0.673482
SIRT5	3.98588	4.62899	0.680265	8.69173	3.6034	5.45347	5.2868	9.1006	2.69157	3.86992	8.97854	9.25559	4.41962	6.81397	7.05126
SIRT6	10.439	11.9479	17.4034	7.55502	12.8617	9.03732	4.80593	4.90278	11.3089	11.75	9.17184	11.3651	19.8384	13.0785	12.6915
SIRT7	10.7049	6.52039	11.4065	9.23453	11.9042	8.72711	12.0604	16.7241	8.37734	7.9272	15.0367	11.2773	14.2567	12.0081	12.7998
SIT1	1.39809	1.00772	1.18932	2.56437	5.10666	6.04954	3.58432	1.93986	0	0.361957	0.918824	11.9642	3.92078	5.547	0
SIVA1	111.51	137.552	152.637	79.7164	110.617	87.3025	137.018	87.0588	293.007	138.372	101.892	132.735	172.434	145.981	119.605
SIX1	32.1953	45.4975	19.544	34.4404	2.0661	106.208	33.9179	11.5315	3.44497	1.05211	10.9348	30.9904	15.3184	12.3991	36.9375
SIX2	11.1963	16.8499	10.1472	15.2207	41.5711	5.58847	6.01612	7.11605	7.28493	18.0423	15.5575	30.018	43.3	12.5142	9.9747
SIX3	8.54528	12.8179	28.7528	12.2231	8.70471	23.4893	2.27201	13.3006	2.90967	44.1258	2.3485	6.25776	6.73817	16.5807	22.6504
SIX4	6.76131	5.35201	6.86112	10.9078	0.896448	14.3314	7.15751	1.93201	4.60532	1.04889	4.5272	12.2219	5.52292	7.69785	10.6679
SIX5	1.32785	0.779843	2.83698	3.28791	1.07126	2.54317	1.31226	4.99679	0.988524	1.29578	0.789984	3.81272	3.04192	2.70231	4.3271
SIX6	0.324589	1.49867	2.78023	0.907215	2.02689	5.27186	0	0	0	54.0474	0.809172	0.704045	0.54963	4.16833	15.8831
SKAP2	20.4992	23.6186	11.7077	24.2131	27.9793	15.282	16.9278	24.3674	18.5633	2.28397	44.0953	16.4282	19.3645	36.0286	19.3652
SKI	32.5354	20.9589	19.3097	9.11455	11.6513	15.7774	12.6752	16.3246	14.8434	12.1041	11.6579	24.197	19.9196	14.1325	22.3516
SKIL	8.51558	12.2579	18.9864	28.6336	14.1197	14.0376	11.9411	21.0522	26.3014	21.5773	6.77242	18.457	15.8274	23.7871	17.2758
SKIV2L	18.7264	20.8817	36.6994	15.5173	21.2368	16.7336	21.1652	23.7089	16.97	13.9677	16.5001	27.685	16.5748	17.5593	22.8477
SKP2	14.7821	32.6157	5.73532	37.4489	33.7263	10.936	15.9713	25.9638	23.2922	32.9366	32.4972	19.4079	19.3045	24.0067	31.7293
SLA	0.525149	1.91857	1.33118	6.97396	2.86241	8.94457	3.87358	9.34153	2.70433	7.6099	0.812936	9.07539	5.63666	0.831204	2.10249
SLA2	0.923399	1.31099	1.98286	3.25752	1.28803	1.70021	1.10698	2.79276	1.24626	1.49876	0	1.94659	2.18443	0.29561	0
SLAIN1	0.02137	0.007168	0.006471	0.1752	0	0.000904	0.003478	0.019629	8.50E-05	0.001739	0.000521	0.005358	0.007746	0.005721	0.001137
SLAMF1	0	0.489974	0.132278	1.17527	0.097997	2.79559	1.08967	0.318396	0	0	0.059018	0.762849	1.54164	0.106378	0
SLAMF6	0.063894	0.478734	0.387809	1.03946	0.430628	3.0292	0.169662	0.934945	0.173406	0.106982	0.233726	0.151734	1.02781	0.151882	0.062585
SLAMF7	0.827983	3.85596	1.82882	19.025	4.02442	27.9025	10.6374	9.33301	0.630444	2.07654	0.767104	24.657	12.7465	0.393211	0.04158
SLAMF8	0.493101	2.72612	3.93318	14.6656	2.96339	24.8004	5.51413	18.2379	2.12848	2.07549	1.54794	16.596	14.7775	1.76208	1.88819
SLAMF9	0	0	0.541252	0.241729	0	0	0.278747	0.363624	0.280673	0	0	0	0.252026	0	0
SLBP	92.3429	114.184	71.137	74.1558	57.4308	41.7828	62.3687	52.9327	34.2964	34.3511	60.4055	69.7924	35.7316	64.0994	58.5776
SLC10A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	3.32341	3.80353	5.65018	7.86019	4.31464	4.33671	2.77199	6.47827	3.11325	4.23021	2.46188	4.01232	4.3089	4.53334	3.98599
SLC10A4	3.10421	12.9828	14.4544	2.12555	3.68337	13.0783	4.73923	0.265701	13.0428	9.17029	0.435907	8.69353	3.19641	8.22809	1.13186
SLC10A5	0.916358	0.682978	1.36152	0.587419	1.25955	0	2.99089	2.2859	0.911162	0	0	0	0.938137	0.823222	0.932167
SLC10A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365943
SLC10A7	1.13274	1.07353	1.1416	2.40579	1.15951	2.43738	1.55205	2.23035	1.49276	0.542692	1.68102	2.21438	1.00288	3.9174	1.19101
SLC11A1	0.275935	0.088551	1.87373	1.84857	0.280107	1.00362	0.540378	3.90942	1.58622	0.682886	0.670086	3.91965	2.92715	0.794138	0.953508
SLC11A2	8.09735	4.65318	9.49609	12.5664	8.75247	8.14187	5.10764	7.78337	15.3553	11.8369	6.18299	6.24097	13.2846	9.17516	4.98758
SLC12A2	5.01894	10.7007	3.16027	7.71872	2.53277	6.08735	5.58172	35.9397	2.17747	4.19245	8.58435	1.52245	2.53451	4.45675	5.82087
SLC12A3	0	0	0	0	0	0.27528	0	0.077474	0	0	0	0.091846	0	0	0
SLC12A4	18.0834	34.5586	27.1223	14.5194	14.9734	17.0028	20.8693	9.59342	26.2063	10.8478	2.45551	22.2818	23.3431	18.5133	14.0849
SLC12A5	0.345447	0.885222	1.04081	1.02811	0.616452	0.3344	0.717021	0.13868	0.850991	2.03715	0.119222	0.218073	0.130542	0.594601	1.30577
SLC12A6	6.65247	9.17602	3.54644	3.22759	2.7462	4.56632	2.61905	3.72387	10.9783	7.67181	4.99472	4.67037	3.67383	3.99388	4.66698
SLC12A7	20.4698	37.2275	40.3809	196.687	20.7618	30.2633	43.5618	15.4231	55.8906	11.0746	19.4627	25.2688	37.6531	45.8141	40.7519
SLC12A8	0.144474	0.221364	0.634438	3.10148	1.01683	4.92677	0.367597	4.75707	1.98236	5.96995	2.46043	0.854807	1.47976	1.10338	0.24298
SLC12A9	4.21423	9.86325	13.9528	7.38149	7.72017	11.1278	10.7261	10.8153	8.97922	13.1872	6.9731	11.8156	10.0934	10.2191	9.13499
SLC13A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311957	0.496541
SLC13A3	0.071122	1.00388	0.498353	0.212652	0.263787	0.85647	4.67001	0.566122	0.285677	0.078757	2.83651	2.16521	0.056359	4.64323	1.90429
SLC13A4	0.044755	0.057613	0	0	0.034591	0	0.109711	0	0	0.135159	0	0.050138	0	0	0.066056
SLC13A5	0.220813	0	0	0	0.204752	0	0.215503	0	0.048021	0	0	0	0	0	0.064456
SLC14A1	1.08329	5.66521	0	0.27513	0.19447	0.187761	0.331196	0.343328	0.60082	0	0	0.26488	2.61648	0.847774	0
SLC14A2	0	0.254798	0	0	0.103237	0.147873	0	0	0.076628	0	0	0.103747	0.146228	0	0
SLC15A1	0.518679	1.60358	0	0.087778	0.605725	0.150155	0	2.88682	2.45328	0.547522	0	0.246933	1.15972	0.824592	1.4037
SLC15A2	0.82316	0.392479	1.50856	1.19534	1.22344	0.684821	6.23787	4.15923	2.17567	0.576212	0	4.03416	0.887812	2.97984	0.934775
SLC15A3	5.25676	10.0674	20.5607	34.654	15.8271	32.8748	18.032	46.6241	16.1231	16.1787	14.4359	46.3989	30.314	14.254	8.26403
SLC15A4	16.5452	13.9993	8.82603	13.9373	14.6407	16.6659	17.4912	17.213	14.2866	13.7151	18.3338	14.5874	22.625	15.924	13.394
SLC16A1	14.6298	28.8884	16.2868	29.3422	19.1955	12.4434	9.17489	12.4054	22.2911	94.9306	42.2587	14.493	27.6302	14.8278	21.9624
SLC16A10	0.939308	1.04881	0.687199	0.824612	1.01128	1.07788	0.557252	1.27625	0.488616	0.367704	2.68251	2.6466	1.32304	5.32233	1.07525
SLC16A11	0.179332	0	0.431609	0.291201	0.138088	0.113326	2.26279	0.733413	0.219224	0.667158	0	2.06519	0.56681	0.296935	0.179352
SLC16A12	0.206985	0	0.18026	0.168423	0.180045	0.131783	0	0.156802	0.144729	0	0.165511	1.19642	0.616421	0.086008	1.00672
SLC16A13	0.951862	0.608336	1.52022	2.37334	1.77821	1.80361	1.9267	2.54683	2.13858	1.01377	0.288366	2.44951	2.31785	3.28465	2.59318
SLC16A14	1.95294	9.25012	5.69978	4.24706	1.51825	1.96035	1.99963	1.18112	6.10482	10.8132	0.531034	1.93566	3.22471	14.68	11.0357
SLC16A2	0.977298	1.26941	1.04995	1.96517	2.36312	4.04381	0.914468	1.65681	2.43241	18.3022	0.514102	2.61673	3.3054	1.62752	2.39383
SLC16A3	3.8665	9.72515	33.7817	50.4084	17.7533	30.7276	15.8605	27.9588	10.2564	17.8897	2.88155	20.2037	31.6288	22.3028	18.582
SLC16A4	0.68693	0.386608	0.66539	1.67542	1.73325	1.488	1.32428	1.71808	0.94164	0.338493	0.773979	2.29254	1.62769	1.2883	0.891409
SLC16A5	0.494561	0.807422	1.21696	1.5048	1.52329	1.19784	1.96316	6.95546	1.57807	5.81952	0	4.40208	1.65993	2.52826	1.34057
SLC16A6	0.958196	0.633185	0.909944	1.81571	1.67339	2.45335	0.724914	2.75076	0.713134	1.92601	0.210644	1.17144	1.56833	0.046106	1.9892
SLC16A7	7.25906	2.76403	7.92999	18.8871	5.16768	1.15321	6.7703	0.881919	5.36716	0.163146	3.2119	0.954731	4.18143	2.72878	1.9855
SLC16A8	3.32468	0.907778	0.900726	0.356627	1.62069	1.7453	0.479012	0.950927	0.632852	0.43812	2.79432	0.98347	0.637087	1.13871	1.6292
SLC16A9	0.164083	0.370491	0.646751	0.275071	0.924956	0.488305	0.220097	0	0.727078	9.16837	0.886966	0.161367	0.080301	1.86806	1.62489
SLC17A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A4	0.829249	0	0.45998	0	0.586306	0	0.462414	0	0	0	0	0	0.412368	0	0.680505
SLC17A5	5.85476	5.68077	7.71128	7.27756	6.31153	8.09367	5.57435	5.30641	11.3339	4.99247	9.65597	11.4125	13.0095	15.8704	10.2131
SLC17A6	0.404632	3.09384	0	0	0.359559	12.7568	0	0	0	0	1.52053	0	1.62991	0	0.687742
SLC17A7	0.236126	1.91393	0	0.292617	0.153503	2.1856	0	0.128709	0.103786	14.7036	0.263759	0	1.09114	0.138115	0.997528
SLC17A8	0.103414	3.31591	0.092697	0	1.38172	0	1.31104	0	0.295541	0	25.9897	0	0	0.043122	0
SLC17A9	0.122348	0.398905	1.75502	1.26637	0.877635	4.27536	1.21364	4.78853	0.978493	7.16194	0.394958	3.54662	2.26975	1.31659	1.76511
SLC18A1	0.166104	0.18122	15.7896	2.25922	10.5515	0.670137	1.34586	0	1.08084	0.123164	0	0.061234	0.452335	0	15.6403
SLC18A2	13.6884	50.1817	53.0968	0.612971	5.13684	5.62101	1.5964	11.7777	0.441685	0	0.517796	2.95475	44.902	1.23297	11.9648
SLC18A3	0.730534	9.58277	0.846214	0.86939	0.184614	0.807287	0.779427	0	0.301267	0.356294	36.8789	0	1.13238	0.400142	0
SLC19A1	3.49795	5.10076	12.963	1.57377	4.1878	3.88908	2.94273	2.80497	2.56112	8.82016	3.91884	5.41031	5.56316	5.70654	5.30699
SLC19A2	6.29747	2.41089	9.74729	8.94073	3.55732	4.81754	3.56617	9.4759	5.27533	18.8557	1.32153	6.99359	7.5775	8.32015	5.81366
SLC19A3	0	0	0	0.126877	0	0	0.111707	0.163994	0	0	0	0.444619	0.20779	0	0
SLC1A1	1.58148	2.43437	0.866957	1.7545	0.492517	0.716327	1.78927	2.13894	1.87138	0	0.358114	3.7946	2.39868	0.723406	3.02623
SLC1A2	1.16407	5.28537	0.105806	0.04435	3.81294	0.090365	1.71091	0.009001	0.980525	16.2588	0.333351	0.195023	0.83688	0.260588	1.61207
SLC1A3	0.059257	1.14377	0.624158	2.36199	0.052976	7.28388	1.97928	8.68061	1.43601	8.09396	1.12877	6.58896	3.60989	0.821409	1.57672
SLC1A4	53.062	54.1867	21.591	34.7063	55.2073	18.651	27.4721	44.8658	25.7603	94.561	14.7397	26.8777	31.7878	23.3939	29.9969
SLC1A5	76.8583	43.3168	128.738	78.4988	24.2686	51.436	45.4345	73.5975	10.5877	45.951	121.556	60.782	96.0295	105.484	96.1642
SLC1A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A7	0	0	0	0.216018	0.221017	0.539135	0	4.23638	0.118695	135.902	0	0.390269	0.275798	0.307041	0.162823
SLC20A1	59.2472	80.3115	54.2945	38.0977	57.7098	43.4823	52.6604	35.5703	49.9604	64.6505	36.314	60.0412	43.4995	53.871	66.7127
SLC20A2	4.13671	7.59595	7.03564	8.36895	6.12362	7.38694	8.95302	8.1702	5.30143	2.86966	6.03464	12.1036	8.81417	14.284	9.27955
SLC22A1	1.07561	0.234577	0	0	0.528841	0	0	0.174808	0	0	0	0	0.804506	0.267812	0
SLC22A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A16	0	0.605024	0	0	0	0.193564	0.248501	0.321022	0	0	0	0.572685	0.333746	0.037871	1.38376
SLC22A17	21.0806	67.0877	44.3025	6.67544	14.3064	67.4273	22.2193	3.27126	23.5632	20.66	3.27435	9.99187	16.5363	23.8932	48.9979
SLC22A18	1.85572	3.8705	8.49624	6.48059	1.2483	3.38472	3.33746	4.56332	3.52428	6.32386	19.9913	6.61949	5.85852	4.53302	2.54213
SLC22A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A23	10.5419	2.61628	14.6404	32.7548	5.251	3.89768	25.383	3.99675	13.9732	4.57566	34.124	3.01036	4.4607	2.05367	6.66563
SLC22A25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A3	0.644901	6.77983	0.584403	0.592092	0.82111	0.507293	1.0614	1.30521	0.091202	0.083583	0.150948	1.13897	0.793205	2.22544	8.3036
SLC22A4	0.313603	1.64901	0.261317	0.704084	0.505234	0.310867	0.851411	1.01274	0.233797	0.242606	0.282416	0.558242	0.741417	0.657767	0.674622
SLC22A5	5.16884	7.05093	5.00512	3.26819	2.90575	1.51893	3.80337	4.10958	3.95514	6.90479	2.81151	2.58915	3.05714	2.81687	2.51837
SLC22A6	0	0	0	0	0	0	0	0	0	0	0	0.075866	0	0	0
SLC22A7	0	0.000387	0	0	1.15959	0	0	0	0	0	0.252123	0	0	0	0
SLC22A8	0	0	0	0	0	0	0	0	0	6.15454	0	0	0	0	0
SLC22A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A1	0.071476	0.163297	0	0	0	0	0.055952	0.192566	0	0	0	0	0	0.147613	0.008652
SLC23A2	8.34135	10.2559	7.49048	6.41214	6.7839	8.00251	8.60468	19.3789	13.0787	45.7296	11.771	9.54552	5.32772	10.9876	14.0202
SLC23A3	0.569896	0	0	0	0.027194	0	0	1.58417	0	0	0	0	1.49853	0	3.00E-06
SLC24A2	0	0.093305	0	0	0.094872	0.041217	0	0.085135	0.063205	0.02489	0	0	0	0	0.059027
SLC24A3	5.74542	12.8462	2.99171	9.33819	2.29357	12.7845	5.16025	1.61658	5.50236	0.479647	1.22053	3.22864	5.42351	11.6497	6.60719
SLC24A4	0	0.106888	0	0.05198	0.093048	0.05719	0.036137	0.080427	0	0.047981	0	0.122754	0.043251	0	0
SLC24A5	0.002516	0.229731	0.005339	0.000735	0.007736	0.081703	0	0.003115	0.002785	64.9317	0.003691	0.001796	0.00169	0.001262	0.016834
SLC25A1	19.0293	53.0211	76.4864	38.0869	34.9645	26.3656	32.3873	60.2348	38.5889	55.6616	51.6256	36.9905	27.8589	41.9461	36.0641
SLC25A10	14.738	29.3235	33.4845	28.9834	16.8802	8.31615	26.3119	26.7457	17.7502	19.9071	32.2217	12.4753	12.7653	19.9847	16.7358
SLC25A11	33.432	41.7479	37.8925	53.2622	52.0062	27.9184	33.8587	34.1101	70.3286	87.7795	72.8539	54.479	27.269	38.7354	25.9231
SLC25A12	7.54771	9.93511	6.64525	6.67042	5.05771	6.34846	3.8073	10.6092	7.68644	7.17342	7.25385	7.45209	4.38817	6.93999	5.61704
SLC25A13	5.47471	14.3154	10.7849	14.2926	28.9861	10.5186	13.0514	9.3391	11.2719	32.7702	20.0617	9.89215	8.53832	14.3402	10.2558
SLC25A14	8.48698	4.34072	7.18467	7.21324	9.63293	4.78876	7.11367	4.94878	3.69008	12.0161	9.87207	5.46377	7.25192	7.37128	9.0665
SLC25A15	4.95587	6.64396	3.8687	5.4538	7.12726	4.02834	5.45632	7.91308	5.53313	15.8257	0.001295	5.05612	5.09879	5.32475	7.83024
SLC25A16	5.11961	3.63304	6.00042	5.16548	7.87007	3.79215	4.21867	5.7381	7.44696	8.11229	4.0548	4.08818	5.73376	6.52913	5.00745
SLC25A17	20.0416	12.9939	14.5828	16.9359	18.612	12.2264	21.2512	9.52231	24.6373	18.2053	18.9231	10.3124	13.4065	13.5307	17.3256
SLC25A18	0.201489	0.08738	0.235113	0.115109	0.0815	0.125621	0	0.112055	0.385254	0.437881	0	0.122871	0.15723	0.1203	0
SLC25A19	9.68654	8.82911	12.4649	9.86001	14.6154	9.59832	8.76728	14.3968	6.50153	6.70397	19.2186	10.3382	13.7265	7.88737	7.03201
SLC25A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A20	3.23734	4.62152	7.14285	12.4312	4.13523	7.09175	4.12967	6.65625	6.56198	8.35993	5.78561	6.83851	7.57208	9.37432	8.42057
SLC25A21	2.6613	0.78572	0.764566	0.318216	1.04625	1.59983	5.63649	0	1.04874	0	0.418378	0.582897	1.52405	2.82358	0.779328
SLC25A22	13.7968	25.475	24.955	9.02037	10.4524	10.4463	18.0993	14.0929	13.9118	15.9652	19.8843	13.4782	15.8524	8.15494	9.52821
SLC25A23	0.517163	3.42834	5.34261	21.5601	4.03115	9.17207	5.86257	7.40261	12.1641	12.5798	9.43879	9.13107	5.26224	13.9731	11.703
