Gene	length
KRTAP4-3	991
FAT4	176521
C8orf86	17829
KIF19	29595
OR6K2	1118
ZNF681	19697
ACADSB	49312
STK40	46297
OR10J1	43500
TMEM63A	36844
CTSE	14632
SEMA4A	27808
HRCT1	935
MPHOSPH8	39783
GREB1	108744
SIRPB2	16844
ZNF766	26460
RYR1	153874
SRGAP3	269056
KRTAP5-3	899
SULT1C3	25384
TUBB	5071
LCOR	163659
SUPT5H	31125
XPNPEP3	75668
OR2T2	975
OR2C3	3708
ZNF107	45500
OR10S1	996
SFTA2	818
PPIA	6437
ZNF471	22358
OR10J3	990
ZNF836	17515
ZNF493	30445
GTF2IRD2	57390
GRM7	880419
SUPT3H	551209
NIF3L1	14606
ATP2A1	26024
POM121	72071
ZBTB44	88241
GIMAP5	6302
STK31	122295
CGB7	1467
NLGN3	26371
OR8D1	927
ADH7	23250
CD55	39289
CPNE4	506047
ZNF565	63644
NTNG2	82469
ELAVL3	29721
WDR5	23887
LONP1	28619
C9orf163	3058
TRRAP	134754
NUDT11	6582
FUT4	6048
ASB13	27729
SLC35F1	410408
ZNF34	15122
ZNF781	24565
ZNF140	27472
INCA1	9481
ZNF774	10564
PTPN1	74859
EVL	172815
THEM5	6612
NOXO1	2553
EPHB4	24959
PRTN3	7177
ZNF765	16877
ZNF124	50043
XRCC6	42886
S100A5	4619
NBPF4	20741
TSC22D2	58125
CRYBA4	8707
ASMT	47627
ZNF569	56288
YRDC	5264
ZNF777	29700
PIK3R4	67896
ZNF775	19300
ZNF605	38001
TRAPPC2	22394
RFX8	77754
MYL6B	5396
ZNF799	11261
FGF16	3127
SIAH1	24883
GK2	1868
C20orf96	19916
ESRRG	634452
IPO4	8598
NCOR2	243198
SULT1A1	18000
ARL9	19248
PRPF40A	66425
GDAP2	66138
TCEAL3	2022
ANAPC7	30831
TPK1	384113
SLC6A9	34980
AFAP1	181214
NACA	12873
MYO18A	109277
OR2T3	957
MAN2A2	20198
MME	159606
FAM72A	17887
CACNA1H	68663
SULF2	129211
HBG2	1594
LAMA2	633429
PFN3	553
PLXNB2	32668
OR5AC2	930
AJAP1	137926
XRCC2	31366
MYO6	170299
HDAC2	38121
ZNF782	38246
SLC22A25	66483
POTEF	55688
ZNF846	33794
MMP1	8242
ADH1B	16431
UGT2B15	24056
TCF4	413773
WNK3	165224
HRH1	126320
ZNF136	26835
ZKSCAN5	30039
ZNF502	11189
TRAPPC4	5369
TTC30B	3799
SLC30A10	14388
TECPR2	139537
TLR7	23290
FAM180B	2544
ZFP62	13676
ERI2	26280
TOMM7	10218
HSH2D	24549
TRPV1	43966
ZNF33B	49462
ZNF512B	13227
AMZ2	51036
ZNF431	54014
NF1	282751
VKORC1L1	86485
ZNF418	13521
DAPK1	211407
LCE1B	1138
HLA-DQA1	6279
COL27A1	156975
GM2A	17256
S100A2	4737
ZNF700	25706
POU3F4	3838
OR14A16	930
CD47	47995
OR52K1	1030
TLE1	105865
MAML3	437432
STRN3	132576
ZNF239	18275
SPINK14	7074
SPRR2B	1384
CHRNG	8424
ZSCAN16	5474
OR11G2	1038
ADA	32240
ARID5A	15883
PATE2	2716
PPTC7	50074
KRT39	8532
TOMM20L	12773
RGPD4	65613
NHLRC2	62534
ZFP28	17861
CBWD3	58091
SCN8A	221632
LAMB3	37556
KPNA5	60657
ANKRD36B	85168
ARHGEF12	153525
PDLIM7	14211
FLNA	26107
TMEM26	46740
SRGAP1	317518
FAM3C	47518
OR2T4	1047
ZNF705A	7493
SLC39A10	80743
CASP4	25709
AP2A1	40114
ZNF585A	27156
FUT11	3944
ANXA4	183305
LAGE3	1489
WDR5B	4217
FAM163B	32309
WDR45	25968
METTL9	60253
ZNF138	39253
ZNF429	35067
ZNF470	15426
SERTAD1	4404
ZNF100	44809
CXorf40B	6295
ZNF398	56635
ANXA6	57074
ZNF441	17079
GMFB	14496
SIGLEC15	18420
ZNF420	52146
ZNF763	15578
ZMYM1	56074
DTHD1	65896
MAFG	9466
ARRDC1	9721
KIAA1671	169475
KRT35	4452
IGF2R	142406
LCE1C	1820
GAL3ST4	9374
DYNC1H1	91871
SLC6A17	51709
PCBP2	29061
ZGPAT	28701
SLC25A29	15329
PGAP1	93704
SRC	60748
ZNF679	38458
ZNF682	35088
OR8B8	936
ZNF772	7981
ZNF257	38997
ADAM32	177389
ACSL5	54261
LRRC8B	73033
ABCB8	19361
SND1	440398
ZNF785	5042
SULT1A2	5128
NEK5	95463
PSMD12	28662
MAGEA6	3587
PIWIL2	82253
SLC22A4	49797
ZSCAN5B	3364
ENTPD4	28580
C1D	21875
TBC1D9B	45827
OR1J2	942
SLC2A7	23046
SERPINA1	13889
TPSB2	1850
KANK2	33276
C6orf141	1428
CCL4L2	1811
GTF2E2	79919
IL27	7473
GUCA2A	2056
RAD54B	103156
ZNF165	8996
SYNGAP1	33625
FITM2	8363
BLM	98820
ZNF720	48337
DDI2	51587
SVIL	279599
TRIM33	118413
LRP10	9974
PELI1	51769
ZNF655	18032
MRPL21	12555
LYPD2	2383
UAP1L1	7022
ZNF98	31328
FBXL22	6046
ZNF786	21078
ZNF517	10269
ZNF675	34412
SLC22A5	25906
DACT3	13632
ADARB1	151981
ZNF860	9974
HTT	169280
OR6N1	939
C5AR1	12206
DIO3	2102
CYP2B6	27117
DCHS2	260058
GOLGA6L1	9757
VEPH1	243675
FABP12	8832
SHPK	28011
OR51D1	1124
IPP	56490
OPALIN	16150
OR13G1	924
MAP3K5	235432
OGDHL	27739
CYP2F1	13950
GSTK1	5701
HNRNPAB	6631
STMN3	13713
PDGFA	22587
GYPE	34696
COL13A1	157239
SPN	7927
ZNF695	62512
PCDHB11	4153
ZNF628	7871
GALP	9768
SLC2A10	26699
ZNF665	30935
RPF2	46247
SLC28A3	93271
FAM177B	13445
MIB2	15196
OR6Y1	978
MYO5A	221768
GZMM	5870
ATG7	292044
SIPA1L1	420734
TTC30A	5744
ELANE	3941
RAB40C	39917
PIGN	145893
COL4A6	283845
ZNF624	33117
HHLA3	13213
HOXA4	2233
TOPORS	12085
BCO2	43435
KCNMB2	307994
ENTPD6	32406
DMBX1	26381
OR11L1	969
ENPP1	87136
CCDC154	10102
FAR1	63679
ZNF841	37671
MFAP5	16884
MYH6	26288
ZNF615	16897
CXorf40A	14333
CDC42SE1	8679
MPEG1	4418
SERPINB2	16186
DPP4	81971
SERPINB13	11900
PDCD1LG2	60752
ZNF433	21025
DNAH10	173414
SLC22A24	64282
TBC1D3	11094
KRTAP26-1	1192
SPTAN1	81076
NMB	3068
PARVA	157786
KLHL14	100351
OR6C74	939
FAM114A1	77934
RPE	19696
ZNF460	13603
CR1L	78571
PHF2	103004
RPS26	2780
SCGB1D4	2795
PSAP	34954
S100A10	10945
LHFPL5	18719
RPL37A	5243
HOXC6	13936
CFD	3978
MAP1LC3C	3609
KLHDC1	60031
ZNF81	85355
TAF13	11864
ZNF780A	21792
ATAD3A	22524
OR5B17	946
OR52M1	954
FAM118B	51264
ZNF461	30220
SLC9A8	79530
OCLN	65558
CYP2A13	7745
ZNF181	11136
ZNF44	23092
GPAA1	3583
ADAMTSL2	43356
SGTB	56182
ZNF790	32466
PRB3	3795
FAM49A	116376
MYO1C	28501
NKIRAS1	24966
OR1S2	978
MEIG1	13470
SLC22A12	11544
KIF13B	195793
NRAP	75328
ADH5	17811
SLC22A6	8371
TEAD4	81280
SPG7	49381
HRNR	12121
IFNA1	878
HES5	1519
C2orf27A	84906
ZNF677	19523
ZNF823	17682
ZNF311	10828
ZNF347	24119
OR5H2	945
PLCG2	183395
FCHSD1	12117
ZNF71	29185
AADACL2	27413
S100A6	1393
RPL12	3733
DNM3	576969
ZNF121	24168
MPZL1	69938
VPS13A	244004
MBP	153951
ELOVL2	63547
GOLGA6L9	9403
LEKR1	219823
C1orf122	1665
CLEC9A	35350
KEL	21250
NOL8	28237
IRAK4	30600
CCDC151	15331
DLGAP2	969015
MRPL42	48701
ENTPD7	51733
FCGR1B	9817
ZNF335	23544
ZNF560	32262
TUBA3C	8053
RPS4X	5207
ZNF273	28336
ZNF84	26019
MAK16	16081
ZNF667	38078
AVPR1B	10453
SIRPA	45851
GRK6	16216
PRIM1	20744
POTEH	31606
AKR1B10	13846
SULT1C4	11036
CYP2A7	7314
KRTAP9-9	981
CD2AP	149475
NUP62CL	83007
SFI1	122413
TMPRSS11F	76672
ZNF649	15783
ADH4	20642
OR2T6	927
ZNF248	84043
CHSY3	282170
LPAR1	165736
MB	16591
OR2L3	939
HIBCH	115907
ZNF544	48815
TMEM229B	63585
ZNF770	9947
HMGN5	88215
MIER1	63725
MAN1A2	161424
SVIP	10875
ZNF251	34623
DDRGK1	14333
FAM47C	3308
TFDP1	56721
CLEC4C	20159
ZNF607	23391
ZNF334	13943
HSD17B11	54674
SULT1C2	21021
ZXDA	5204
RPS6KL1	19310
CACNA1E	324567
QRICH1	64667
CSF2RA	41568
DDX42	45148
RPL23A	4375
SLC29A3	44138
STYX	44824
UBL5	2198
HELZ	174753
TMEM116	81938
KRTAP4-5	902
UCKL1	16588
OR5B21	930
CARD11	137793
ZNF485	11498
PEG3	30645
SDAD1	41057
HYLS1	17033
MYL4	14618
ZNF442	19740
ZNF813	28523
HOXC4	39143
DCAF12L2	2791
PIM3	3301
ASPH	214037
SPRED2	121749
WWP2	179408
GFPT1	67486
UVRAG	329022
KRTAP13-1	792
ZNF26	40736
TMEM207	21222
ITSN2	157673
NTRK1	66101
MT1F	1361
ZNF69	26775
TXNRD1	134529
NRARP	2641
ZNF583	23033
KRTAP4-1	812
CCT8L2	2060
ZNF568	81604
ZXDB	5642
ZNF480	28759
ZNF587	15259
TPM2	8064
RTP2	4299
SH3BGRL2	72327
ZNF808	28669
ANKRD35	19318
B3GNT6	7579
YTHDF2	33155
HLA-DRB5	12935
ATL1	99987
CNGA1	76966
MAFK	12342
ZNF43	47120
GPN1	22462
PLN	13421
C2CD4A	3941
ZNF28	24226
ITGBL1	268181
ZNF511	4248
C20orf203	42317
ZNF627	21679
KCNRG	5479
WDHD1	88151
ZNF789	14716
CTNND1	57739
SLC34A3	5798
RD3	16396
SPANXC	1055
SH2D1B	16869
ARC	3431
NUDT16	7160
TLK1	240471
LRBA	751293
C3orf35	36021
ZNF536	341203
MMP17	23379
OR2M2	1044
BAZ1A	122630
AKR1C4	22113
COPS8	14586
CCDC69	43041
MDM4	41742
RYR2	791805
ZNF534	23162
KLHL9	5740
FAM3D	32829
NCOA6	110877
STK39	293574
TAT	11433
C6orf89	57121
CALM1	11774
LPA	132794
TTC37	91111
TUSC1	2470
MAGEA1	4597
PAPSS2	87828
SLC9A6	61843
ABCA4	128315
EIF1AY	17444
IPO9	55135
GPX6	12498
CEP290	93073
DLL1	8873
ANKRD13B	21630
UNC13B	243330
LDB1	13880
PPP1R14C	107349
CTR9	28501
SMOC1	152951
F5	74531
LRRTM3	175516
ZNF652	73268
SMURF1	116669
SLC5A3	32682
GPATCH3	9980
CDC42BPB	125170
PLXNB3	15151
OXCT2	1826
RPL10A	2380
EPS8L3	13844
EGFL6	63975
SYCP1	140568
APCDD1L	56299
RCSD1	78504
RASSF9	35707
FAM169A	89393
ZNF830	2238
GRIN3A	169296
MUC2	29542
CNOT7	21892
TMEM184B	53719
MTOR	156017
SCAMP5	25933
ZNF521	290243
ALPK2	147845
MAGEB3	7058
LRIG2	59063
PNP	8628
PAX9	20240
LRRC10	2344
GK	78104
FOXJ3	159333
ZNF358	4923
SFT2D1	22818
CD247	87971
GRM3	220968
INPP5F	103098
ARHGAP11A	24794
SUCNR1	10977
HMGN2	4203
UBE2J1	26098
GJC2	9897
OPA1	104668
DENND4B	17218
RYR3	555155
ZNF277	137240
KTI12	1708
DUSP27	35091
ARHGEF15	12271
TOX	313736
CES1	30246
CD3E	11444
RUSC2	71785
C1orf68	949
FICD	5934
OSTC	17238
TSEN15	45756
RUNDC1	14578
CCDC152	45622
GRK5	252175
TYW1	242682
DCAF12	40312
SFMBT2	252863
ASB12	6414
PNMA5	5293
ITPRIPL1	4293
SMC5	95896
DCAF12L1	3432
PRMT6	2621
SHISA4	3911
CAPZA2	59463
TOP1	95666
PRC1	28496
BHLHB9	32798
MAP3K3	73889
L1CAM	24657
SREBF2	74201
C1orf174	11140
POU3F3	4460
RASGEF1A	72531
RPL39	5127
DZIP3	105119
KIAA0753	62565
DCLRE1A	19670
ATG9A	10257
NOS1AP	300785
CSAG1	6238
APRT	2590
GPRASP1	7718
TBKBP1	16800
MAGEE1	3633
ZFP2	37300
L3MBTL3	122858
DMD	2220167
MFAP3L	39794
NAGA	12509
SMG5	42275
TGM2	39124
ARMCX6	2884
PJA2	75253
RORB	195843
SGMS1	318357
OR10R2	1008
OR10Z1	942
INF2	32918
OR2T5	2525
OR2L2	1134
OR2W5	1342
EFCAB2	154900
CHML	7067
CAPN8	138425
TATDN3	24998
CR1	145609
RAET1G	6244
C1orf53	4733
SAMD5	61332
TEDDM1	2551
ECT2L	107960
GPR52	1582
METTL11B	21736
FCGR3A	8979
OR6K3	948
CENPW	9087
SPRN	3952
FANK1	113058
LOR	2438
LELP1	1691
SPRR2E	1392
KPRP	4028
FAM24A	2502
DDO	27255
PNLIPRP3	50111
HSD3B1	7856
HSD3B2	8109
RBM20	195133
C6orf163	20651
RIPPLY2	4250
GDI1	6315
PCMTD2	20532
SOX18	2058
LIME1	3408
OOEP	1238
DPPA5	1214
C1orf146	27899
SPANXN1	8706
CXorf66	9794
C10orf62	1214
SAMD13	52261
CCDC160	8995
EFCAB7	49169
DEFB110	12844
GLYATL3	28156
LDLRAD1	10889
RHOXF2B	5430
ZYG11A	52239
LCN8	4156
C1orf185	45859
GLT6D1	15893
IFIT1B	7150
LIPN	16837
LIPK	28213
LIPJ	20215
LRIT2	5105
TCEAL5	3060
SYS1	13643
TCEAL6	3980
INPP5B	86361
RPA4	1560
NEU4	8452
MAFB	3389
TRAF3IP1	80380
CHIC1	123961
GIGYF2	163247
C2orf72	12197
RUFY2	63870
NHSL2	232487
PHACTR4	130626
ASAH2B	19320
AGAP6	22199
ZDHHC18	30917
CXorf65	2852
GPRIN2	12098
SYT15	15046
ZDBF2	39765
TXNDC8	34388
AWAT1	6005
DAXX	4459
BMPR2	191423
TCEA3	43840
PFDN6	1338
RING1	4217
HSD17B8	2177
RXRB	7269
OR13C3	1044
COL11A2	29777
HLA-DOA	5410
BRD2	12908
HLA-DMA	4480
COL5A2	147864
PSMB8	3963
TAP2	16938
SPIN3	4711
HLA-DRA	5160
BTNL2	13792
COL15A1	126881
TMEM225	2751
NOTCH4	29225
PBX2	5470
AGER	3355
RNF5	2389
AGPAT1	9897
PRRT1	4725
FKBPL	1582
MRPL38	6241
SP5	2742
STK19	9578
CD300LD	12919
BTBD17	5453
SKIV2L	10577
C9orf129	28216
SPANXN5	1284
ZBTB12	2474
SDHD	8922
EHMT2	17940
LAYN	21466
SLC44A4	15855
NEU1	5163
HSPA1B	2517
HSPA1A	2400
HSPA1L	5665
LSM2	9571
CARD16	4010
MBD5	492467
MSH5	22731
CSHL1	1651
LY6G6C	3099
LY6G6F	3814
LY6G5C	3690
CSNK2B	4191
C6orf47	2481
FAM155A	703987
APOM	5807
TRIM64	5569
AIF1	1782
NCR3	4112
PRAMEF20	10897
PRAMEF17	2998
PRAMEF14	5243
LST1	2633
PRAMEF18	3513
NFKBIL1	11979
PRAMEF5	9239
MCCD1	1271
PRAMEF11	6802
ZNF814	19657
MICB	16244
AADACL4	22532
ZNF551	8672
MICA	14605
ZNF805	22097
HLA-C	3344
POU5F1	6346
CCHCR1	15759
PSORS1C2	1533
CDSN	5360
PSORS1C1	25293
C6orf15	1353
MUC21	6186
DEFB121	7994
DHX16	19935
C6orf136	6075
MRPS18B	8553
PPP1R10	16831
KRTAP5-11	1021
KRTAP5-10	1173
ABCF1	20081
PRR3	7015
LILRB3	6730
DDR1	17544
GNL1	16218
HLA-E	4686
DPRX	4954
TRIM39	17261
ZNF468	19610
TRIM15	9148
ZNF616	26848
FOXB2	1299
TRIM10	9269
TRIM40	12589
TRIM31	10194
RNF39	5586
PPP1R11	3136
HLA-G	4144
TBC1D8	144220
NMS	12799
HLA-F	3863
ZFP57	8761
ASPDH	3082
MOG	15274
OR2H2	1063
C5orf60	3503
C9orf57	9238
IL31	2193
AKT1S1	9324
GABBR1	30946
MAS1L	1260
OR2H1	7168
OR11A1	2229
OR14J1	966
OR2J2	1041
OR2J3	1075
OR2B3	1106
OR2W1	963
SPDYC	3091
C9orf135	85411
TRIM27	20984
RANBP17	437998
FOXD4L5	3109
CBWD6	58056
FOXD4L6	2725
TTC25	31652
MRPL53	699
ATXN2	147460
DCTN1	30934
TCTN1	35302
ZBTB48	9287
IGFL2	13523
IGFL4	1835
KRTAP4-8	1162
GPR20	10817
KRT40	9421
KRT25	7311
SPINK9	4294
ZNF155	14156
FBXO48	7873
GRXCR2	13236
CD177	9487
PSG5	18794
ZNF425	23541
LRRC10B	2270
FBXO47	30972
C12orf73	7022
PCDHGA1	182295
PCDHA9	164573
PCDHA8	171161
PCDHA7	178079
PCDHA5	190735
PCDHA4	205280
PCDHA2	217496
PCDHA1	226209
TRIM13	21426
MS4A13	27330
PRSS1	3601
SPIRE2	42845
CCL3L1	1890
PABPN1L	3328
OR5D16	987
OR5L2	936
PKHD1L1	174747
SLFN12L	62939
SLC35B4	27599
LGALS7	2550
SYCE1L	13808
TMEM231	19512
FAM71F2	15607
CCNI2	6978
FRG2	2907
CDKL4	51042
TMEM88B	1660
ACCSL	11997
C4orf47	20495
SDHAF1	1131
ARID3C	8007
PSENEN	1869
C7orf66	613
FABP9	3327
ZBTB10	40673
C4orf46	5213
LGR4	106830
PSMB10	2345
VIT	118105
E2F4	6764
PDE7A	127731
TMEM170B	45776
MUC12	49327
CTXN3	9610
GOLGA6L10	9524
SNX2	59544
NT5M	44291
SARNP	60455
OR6C68	939
OR6C65	939
OR6C3	936
OR6C1	939
IPO7	63476
PRR13	4995
TECPR1	37609
MT1H	1316
SLCO6A1	127228
MT1A	1422
MT1M	1323
CFI	61534
OR52E6	970
SAMD9	18511
KRT6A	6082
KRT81	5622
KRTAP12-3	410
KRTAP10-2	1149
ATP6AP1L	41283
CCDC85C	104018
OR52J3	936
OR51A2	942
OR51A4	942
C2CD4B	1751
RGL3	25255
NAP1L4	47893
CPT1B	9752
SMN2	28073
HMGN1	6774
EIF3CL	24305
LCMT1	66487
MFSD2B	16691
VCX3B	1681
HTN3	8080
LIN52	116538
ARSH	27566
ACOT6	8944
TECRL	133163
DPF3	274821
C17orf107	3399
ITSN1	257359
ITPRIPL2	7699
DENND1C	14581
CRLF2	16748
CRYZL1	52401
C5orf51	17293
GAGE2E	7335
GAGE1	9524
ARRDC5	12460
CYS1	23613
KLRC2	5395
KLRC3	8281
TTC23L	61348
CLEC6A	22369
C22orf42	10298
C1QTNF9B	5908
KRTAP5-6	561
KRTAP5-2	1118
KRTAP5-1	942
DEFB134	7576
DEFB135	2270
DEFB136	663
DAZ4	73221
ONECUT3	27483
CEMP1	1374
OLIG2	3251
C21orf62	23030
RNPS1	15007
DAZ2	71900
NYNRIN	20281
DNAJC19	6028
IFITM5	1327
DOK6	448200
TMEM211	11742
SERPINB11	21587
SERPINB4	6998
SERPINB5	28128
KRTAP19-8	318
KRTAP20-3	273
KRTAP27-1	682
RNASE13	1990
HBA1	843
HBM	787
ATP10A	184491
TSSK2	1315
PRR23A	2307
COL6A6	117804
RAB12	29938
LRRC30	985
TMEM200C	6543
OR10C1	1039
HLA-A	3339
CD200R1L	30242
LNP1	54781
OR5K3	966
VGLL3	53177
PRSS50	5753
TRIM71	79828
ZCWPW2	177638
ANKRD28	192579
COLQ	71574
METTL6	17788
XKR4	440026
GPX3	8398
DIO2	33532
DIO1	16900
STK38L	81674
SACM1L	56014
TSN	12309
SLC48A1	9514
TSSK1B	2437
PRR22	1787
TAS2R19	1002
TAS2R50	1000
TAS2R14	954
TAS2R13	1637
CTAGE1	4317
KRTAP4-11	1193
KRTAP4-9	1100
KRTAP2-1	776
RNF208	1077
KRTAP3-3	735
KRTAP3-2	714
KRTAP3-1	608
KRTAP12-4	447
KRTAP10-3	1006
KRTAP6-3	636
POU5F1B	1386
ZNF580	2469
ZNF611	32242
KLK9	7085
SYT3	17905
NUP62	22680
CGB8	1474
DENND1B	270733
SFT2D2	27018
FGFR1OP	53322
ZNF254	96564
TCTEX1D2	27022
CRYGS	5938
CRIP1	2062
KLHL23	18047
LINGO4	5156
FAM24B	30548
TRIM59	14284
MLLT11	9148
GIMAP1	7672
ARHGEF35	9797
OR2F1	1089
CSH2	1718
DNLZ	4262
TCL1B	6203
SUPT4H1	7024
TSGA13	18783
NRAS	12303
LTC4S	2662
ANKRD39	10027
QTRT1	11927
CHUK	41313
MXD3	6400
GSTM2	15976
COG8	11003
ARHGAP19	70501
HAUS7	22967
LCAT	4371
MAGEA12	3913
PTPRCAP	2173
PVRIG	2241
KRTAP4-12	1092
KRTAP2-4	764
GPC2	7776
KRT222	10513
SIPA1	12812
SYNJ2BP	50592
ARL2	8025
GBP7	44262
RBMXL1	13505
SRA1	8027
DNAJC9	5302
CPLX3	5176
VDAC1	33105
ZBTB9	2969
TMX2	28451
HEXA	35091
NDUFS3	5489
LEPROT	15340
LBH	28495
ADAT3	8049
PPP1CB	51193
GPSM3	4758
LAT	5982
NCKIPSD	12072
ATF6B	12983
TREX1	1816
S1PR3	13688
CLIC1	6738
DDAH2	3224
RPS29	15393
UGT2B11	14798
ATP6V1G2	2299
ZNF134	10483
GTF2H4	5900
DDX47	16636
ZNF845	23158
KLRK1	17689
CEACAM18	11963
EMP2	52177
KCTD11	3056
UBD	4218
PPM1N	4038
CEACAM16	11570
SLC23A3	8565
LTB4R	6535
LTB4R2	1903
DNASE1	5157
MDP1	2134
LEUTX	9542
CSNK1E	27393
CCL27	768
IRF9	5301
GALT	4361
HBE1	1601
HBG1	1586
CLDN9	1583
ITGA1	171290
NUDT19	21836
ZNF99	31969
TAX1BP3	5787
AP1G2	8225
ZNF90	43166
TM6SF2	8936
MEF2B	24697
GANC	79499
TTLL3	26451
REPIN1	5944
MRPL23	9269
IFNA7	737
FBXO16	61911
TSPAN4	24293
CPNE1	38857
ARL16	2760
WEE2	22919
MAGEB1	8310
LYRM4	192623
MYCBP	10856
TMEM213	8766
PRCD	5333
ALG3	7197
C19orf38	21376
IQCJ	197056
C17orf67	42008
FIS1	5610
ANG	10010
NPS	3323
SPDYE3	14495
MBLAC1	1529
FOXI3	5906
NEURL1B	50278
HAUS3	13773
LCNL1	2766
GNAT3	53430
AS3MT	32430
PLIN5	12694
SPINK13	17462
HIGD1C	18157
NOTO	9940
PPME1	83415
KRTAP2-2	714
STARD10	38977
CPEB1	105596
EML6	247009
DEFB113	949
ZNF727	39906
IQCF5	1881
IQCF6	675
C10orf105	26150
ARHGEF33	85573
C12orf71	1466
IFRD2	4864
CAPN14	60902
ZBED1	14542
TOMM6	2454
HNRNPUL2	14828
FER1L6	268076
MTCP1	7103
RAD51AP2	19831
EVPLL	11870
SMTNL1	7634
ZSWIM7	23145
TBC1D26	12508
LRRC69	116636
ACSM4	24042
COL28A1	177999
PHB2	5402
NEURL4	13708
GRID2IP	54659
UBXN2B	40141
C16orf90	3169
PRSS41	6835
MSMP	1287
GOLGA6B	12701
FAM166B	2048
PEX26	27407
GRXCR1	137393
C5orf49	20756
UBE2QL1	47865
FASTKD5	13347
GOLGA8B	58557
KCNU1	151752
HOMEZ	13711
GAGE10	16199
DDX3X	17507
VPS16	26036
ZNF705D	26179
MYL5	7487
SCRT2	14207
ZNF407	434710
NPEPL1	26714
KRTAP10-4	1643
KRTAP10-1	1215
SIAH3	74512
DEFB116	5374
DEFB115	1969
GAB4	46287
C20orf202	4826
HMX1	25764
GCGR	9859
RSC1A1	2318
CELA2B	15292
TMEM167B	6171
FAM72D	17933
TNFRSF25	5045
TSTD1	1334
RPTN	5634
NBPF7	10116
CYB5RL	30380
ATAD3C	20475
IFI30	4305
CCDC7	436725
FNIP1	155304
SP9	3547
CKLF	13725
PAPOLB	4293
ZNF579	4075
CELA3B	12333
RNASEK	2117
NBPF1	51242
PPP1R3G	4147
LINGO3	18371
ZGLP1	4755
VAMP2	3800
OR6B1	1047
EBF2	203689
C6orf226	557
PPP3R1	73676
PSG3	18840
FANCG	6179
OR2A5	936
KRTAP10-9	1286
AP4M1	7397
OR4A5	1071
C2orf16	6201
C7orf65	6405
KRTAP1-5	1183
TAS2R41	924
OR2A12	933
KRTAP10-10	1100
KRTAP12-2	739
PLXNA4	453233
MAGEA3	3554
CEBPD	1252
PSG7	13076
KRTAP1-3	991
OR3A2	1085
HMSD	12535
OR1C1	945
NPTXR	25577
POM121L12	1293
FAM200A	5815
OR2F2	954
PPP2R2A	81173
C19orf73	742
ZNF880	15873
TRIM16	56346
OR6X1	939
HEPN1	1428
OR2A25	933
TAS2R40	1043
OR2A14	1090
TIGD1	2588
FXYD7	11047
XKR9	66604
C1orf229	2258
OR4C12	1063
SLC12A8	130130
KIR2DS4	15869
APOL6	19959
FADS3	18020
OR2A1	933
OR4E2	942
CCNL2	13625
UBA52	5731
MYBPHL	14647
PPT2	10148
OR2A2	957
ZNF630	14103
TIAF1	2089
OR52B4	1124
BTBD19	5648
FAM185A	60274
RAB6C	3073
PSMB11	1849
DCDC2B	7103
USP17L2	1593
EXOSC6	5163
VPS52	21694
CDRT15	1190
ZNF844	16835
CKMT1A	6437
HBD	1646
ZNF735	13088
RFPL4A	4035
HLA-DPB1	13707
ATXN1L	11353
GPX5	9075
GAGE12J	7358
PRRT4	11366
TMEM233	49302
PLEKHM1	54822
C2CD4D	2695
ZNF469	57795
SLC26A6	9739
DHRS4L1	44294
OR6V1	942
ERCC6	84652
FRG2B	2901
NOL7	17144
CTAGE4	2626
NTF4	2728
ELFN1	59828
OR52I2	1115
DCAF8L1	3458
C12orf77	4042
TMEM185B	5922
KIF4B	4387
HSBP1L1	6180
TAS2R46	930
SRRM5	2411
PGAM4	1690
CT45A6	8045
CT47A11	3319
LTA	2226
C14orf132	54648
WDR46	10132
ZNF717	55589
PARG	109225
AKR1B15	30760
SCAMP4	20615
LTB	1868
DNAJB3	1249
POLR2J2	34988
IFNA14	1004
OR2M3	939
ORM2	3468
OST4	1183
CT47A7	3319
VN1R4	906
CLDN25	690
ZNF883	15073
DHFR	28758
TSPY3	2797
RPL41	1335
PGA4	9347
ORM1	3457
SPINK8	21500
PATL2	11157
NKX1-2	4793
ZNF492	33348
ZNF688	2722
PGA3	9584
PRPS1L1	1077
IQCF3	3974
ACBD6	214348
OR5H6	1113
MBD3L2	2396
PRB4	3360
YY2	2754
HSBP1	11760
OR5H1	942
PLSCR5	29662
HLA-DPA1	16180
RPS18	4437
TSPAN19	21960
GAGE2B	7290
CYP21A2	3355
OR5K2	951
PRH1	290647
PSG1	13250
TAPBP	14694
MCTS1	17059
DYTN	66776
TMEM114	2725
KRTAP25-1	370
OR52I1	975
OR5K1	1097
CT45A3	8148
PRAMEF6	9105
CT45A1	9824
HLA-DQB2	7435
TNF	2772
PHGR1	5402
GPX1	1430
OR5H15	942
BTBD18	8268
TWIST2	75505
PIRT	15618
PRR23C	2791
TSPY4	2769
IFNA13	686
POTEB	30951
RPS28	1845
CTXN2	25321
UQCRHL	538
PAGE2	3825
TRIM26	28952
C16orf82	2240
TMEM229A	2147
ZNF879	11261
KBTBD13	3123
C5orf58	13247
FAM133B	29633
OR10G8	936
JRK	12512
HLA-B	3305
C11orf94	738
IFNA17	980
C12orf75	40828
NFAM1	57580
RNF148	1255
ANKRD34C	15518
KIAA0040	36002
B3GALT4	1703
LCE6A	1128
HGC6.3	1016
PATE3	3474
OR5H14	933
ZBTB22	3538
CLEC2L	21301
